ordem;codigo_sessao;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;tipo_sessao;titulo_aula;conteudo_programado;pratica;entrega;criterio_aprovacao;observacao
921;M9.06.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;UPDATE;intermediario;Conceito profundo e quando usar;UPDATE - Conceito profundo e quando usar;alteração segura, where obrigatório e transação. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
922;M9.06.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;UPDATE;intermediario;Implementação guiada com código realista;UPDATE - Implementação guiada com código realista;alteração segura, where obrigatório e transação. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
923;M9.06.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;UPDATE;intermediario;Refatoração, melhoria e leitura crítica;UPDATE - Refatoração, melhoria e leitura crítica;alteração segura, where obrigatório e transação. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
924;M9.06.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;UPDATE;intermediario;Exercício solo, perguntas e critério de aprovação;UPDATE - Exercício solo, perguntas e critério de aprovação;alteração segura, where obrigatório e transação. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
925;M9.07.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;DELETE;intermediario;Conceito profundo e quando usar;DELETE - Conceito profundo e quando usar;remoção, riscos, soft delete conceitual e where. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
926;M9.07.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;DELETE;intermediario;Implementação guiada com código realista;DELETE - Implementação guiada com código realista;remoção, riscos, soft delete conceitual e where. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
927;M9.07.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;DELETE;intermediario;Refatoração, melhoria e leitura crítica;DELETE - Refatoração, melhoria e leitura crítica;remoção, riscos, soft delete conceitual e where. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
928;M9.07.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;DELETE;intermediario;Exercício solo, perguntas e critério de aprovação;DELETE - Exercício solo, perguntas e critério de aprovação;remoção, riscos, soft delete conceitual e where. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
929;M9.08.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Constraints;intermediario;Conceito profundo e quando usar;Constraints - Conceito profundo e quando usar;not null, unique, check, primary key, foreign key. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
930;M9.08.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Constraints;intermediario;Implementação guiada com código realista;Constraints - Implementação guiada com código realista;not null, unique, check, primary key, foreign key. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
931;M9.08.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Constraints;intermediario;Refatoração, melhoria e leitura crítica;Constraints - Refatoração, melhoria e leitura crítica;not null, unique, check, primary key, foreign key. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
932;M9.08.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Constraints;intermediario;Exercício solo, perguntas e critério de aprovação;Constraints - Exercício solo, perguntas e critério de aprovação;not null, unique, check, primary key, foreign key. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
933;M9.09.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Modelagem relacional;intermediario;Conceito profundo e quando usar;Modelagem relacional - Conceito profundo e quando usar;entidades, atributos, relacionamentos e cardinalidade. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
934;M9.09.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Modelagem relacional;intermediario;Implementação guiada com código realista;Modelagem relacional - Implementação guiada com código realista;entidades, atributos, relacionamentos e cardinalidade. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
935;M9.09.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Modelagem relacional;intermediario;Refatoração, melhoria e leitura crítica;Modelagem relacional - Refatoração, melhoria e leitura crítica;entidades, atributos, relacionamentos e cardinalidade. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
936;M9.09.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Modelagem relacional;intermediario;Exercício solo, perguntas e critério de aprovação;Modelagem relacional - Exercício solo, perguntas e critério de aprovação;entidades, atributos, relacionamentos e cardinalidade. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
937;M9.10.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Normalização;intermediario;Conceito profundo e quando usar;Normalização - Conceito profundo e quando usar;1FN, 2FN, 3FN, redundância e trade-offs. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
938;M9.10.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Normalização;intermediario;Implementação guiada com código realista;Normalização - Implementação guiada com código realista;1FN, 2FN, 3FN, redundância e trade-offs. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
939;M9.10.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Normalização;intermediario;Refatoração, melhoria e leitura crítica;Normalização - Refatoração, melhoria e leitura crítica;1FN, 2FN, 3FN, redundância e trade-offs. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
940;M9.10.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Normalização;intermediario;Exercício solo, perguntas e critério de aprovação;Normalização - Exercício solo, perguntas e critério de aprovação;1FN, 2FN, 3FN, redundância e trade-offs. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
941;M9.11.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento 1:N;intermediario;Conceito profundo e quando usar;Relacionamento 1:N - Conceito profundo e quando usar;cliente/pedido, OS/atividade, FK e integridade. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
942;M9.11.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento 1:N;intermediario;Implementação guiada com código realista;Relacionamento 1:N - Implementação guiada com código realista;cliente/pedido, OS/atividade, FK e integridade. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
943;M9.11.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento 1:N;intermediario;Refatoração, melhoria e leitura crítica;Relacionamento 1:N - Refatoração, melhoria e leitura crítica;cliente/pedido, OS/atividade, FK e integridade. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
944;M9.11.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento 1:N;intermediario;Exercício solo, perguntas e critério de aprovação;Relacionamento 1:N - Exercício solo, perguntas e critério de aprovação;cliente/pedido, OS/atividade, FK e integridade. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
945;M9.12.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento N:N;intermediario;Conceito profundo e quando usar;Relacionamento N:N - Conceito profundo e quando usar;tabela associativa, chaves compostas e exemplo. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
946;M9.12.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento N:N;intermediario;Implementação guiada com código realista;Relacionamento N:N - Implementação guiada com código realista;tabela associativa, chaves compostas e exemplo. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
947;M9.12.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento N:N;intermediario;Refatoração, melhoria e leitura crítica;Relacionamento N:N - Refatoração, melhoria e leitura crítica;tabela associativa, chaves compostas e exemplo. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
948;M9.12.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Relacionamento N:N;intermediario;Exercício solo, perguntas e critério de aprovação;Relacionamento N:N - Exercício solo, perguntas e critério de aprovação;tabela associativa, chaves compostas e exemplo. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
949;M9.13.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;JOIN inner e left;intermediario;Conceito profundo e quando usar;JOIN inner e left - Conceito profundo e quando usar;diferença, dados faltantes e relatórios. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
950;M9.13.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;JOIN inner e left;intermediario;Implementação guiada com código realista;JOIN inner e left - Implementação guiada com código realista;diferença, dados faltantes e relatórios. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
951;M9.13.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;JOIN inner e left;intermediario;Refatoração, melhoria e leitura crítica;JOIN inner e left - Refatoração, melhoria e leitura crítica;diferença, dados faltantes e relatórios. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
952;M9.13.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;JOIN inner e left;intermediario;Exercício solo, perguntas e critério de aprovação;JOIN inner e left - Exercício solo, perguntas e critério de aprovação;diferença, dados faltantes e relatórios. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
953;M9.14.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;GROUP BY e agregações;intermediario;Conceito profundo e quando usar;GROUP BY e agregações - Conceito profundo e quando usar;count, sum, avg, min, max, having e relatórios. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
954;M9.14.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;GROUP BY e agregações;intermediario;Implementação guiada com código realista;GROUP BY e agregações - Implementação guiada com código realista;count, sum, avg, min, max, having e relatórios. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
955;M9.14.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;GROUP BY e agregações;intermediario;Refatoração, melhoria e leitura crítica;GROUP BY e agregações - Refatoração, melhoria e leitura crítica;count, sum, avg, min, max, having e relatórios. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
