documento_mentor_proposto;arquivo_mentor_proposto;modulo;nome_modulo;topico_macro;primeira_sessao_v4_1;ultima_sessao_v4_1;quantidade_sessoes_cobertas;tipos_sessao_cobertos;conteudo_consolidado_da_grade;regra_de_cobertura
283;283_M11_05_CICLO_DE_VIDA_DE_BEANS.md;M11;Spring Boot, REST APIs e backend profissional;Ciclo de vida de beans;M11.05.01;M11.05.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;criação, scopes, post construct e inicialização. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | criação, scopes, post construct e inicialização. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | criação, scopes, post construct e inicialização. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | criação, scopes, post construct e inicialização. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
284;284_M11_06_AUTO_CONFIGURATION_POR_BAIXO.md;M11;Spring Boot, REST APIs e backend profissional;Auto configuration por baixo;M11.06.01;M11.06.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;conditions, starters e debug de configuração. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | conditions, starters e debug de configuração. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | conditions, starters e debug de configuração. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | conditions, starters e debug de configuração. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
285;285_M11_07_CONTROLLER_REST.md;M11;Spring Boot, REST APIs e backend profissional;Controller REST;M11.07.01;M11.07.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@RestController, @RequestMapping, path variable, query param. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @RestController, @RequestMapping, path variable, query param. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @RestController, @RequestMapping, path variable, query param. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @RestController, @RequestMapping, path variable, query param. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
286;286_M11_08_REQUEST_BODY_E_RESPONSEENTITY.md;M11;Spring Boot, REST APIs e backend profissional;Request body e ResponseEntity;M11.08.01;M11.08.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;entrada JSON, status code, headers e corpo. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | entrada JSON, status code, headers e corpo. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | entrada JSON, status code, headers e corpo. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | entrada JSON, status code, headers e corpo. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
287;287_M11_09_HTTP_E_REST_DE_VERDADE.md;M11;Spring Boot, REST APIs e backend profissional;HTTP e REST de verdade;M11.09.01;M11.09.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;recursos, métodos, idempotência, status e semântica. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | recursos, métodos, idempotência, status e semântica. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | recursos, métodos, idempotência, status e semântica. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | recursos, métodos, idempotência, status e semântica. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
288;288_M11_10_DTO_REQUEST_RESPONSE.md;M11;Spring Boot, REST APIs e backend profissional;DTO request/response;M11.10.01;M11.10.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;contrato externo, domínio protegido e records. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | contrato externo, domínio protegido e records. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | contrato externo, domínio protegido e records. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | contrato externo, domínio protegido e records. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
289;289_M11_11_MAPPERS_MANUAIS.md;M11;Spring Boot, REST APIs e backend profissional;Mappers manuais;M11.11.01;M11.11.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;conversão explícita, nomes, null e listas. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | conversão explícita, nomes, null e listas. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | conversão explícita, nomes, null e listas. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | conversão explícita, nomes, null e listas. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
290;290_M11_12_BEAN_VALIDATION.md;M11;Spring Boot, REST APIs e backend profissional;Bean Validation;M11.12.01;M11.12.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@Valid, @NotNull, @NotBlank, @Size, @Positive e mensagens. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @Valid, @NotNull, @NotBlank, @Size, @Positive e mensagens. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @Valid, @NotNull, @NotBlank, @Size, @Positive e mensagens. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @Valid, @NotNull, @NotBlank, @Size, @Positive e mensagens. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
291;291_M11_13_VALIDACOES_CUSTOMIZADAS.md;M11;Spring Boot, REST APIs e backend profissional;Validações customizadas;M11.13.01;M11.13.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;annotation própria, ConstraintValidator e casos reais. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | annotation própria, ConstraintValidator e casos reais. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | annotation própria, ConstraintValidator e casos reais. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | annotation própria, ConstraintValidator e casos reais. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
292;292_M11_14_SERVICE_LAYER.md;M11;Spring Boot, REST APIs e backend profissional;Service layer;M11.14.01;M11.14.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;regra de negócio, transação, orquestração e controller fino. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | regra de negócio, transação, orquestração e controller fino. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | regra de negócio, transação, orquestração e controller fino. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | regra de negócio, transação, orquestração e controller fino. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
293;293_M11_15_REPOSITORY_LAYER.md;M11;Spring Boot, REST APIs e backend profissional;Repository layer;M11.15.01;M11.15.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;persistência, consultas e separação. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | persistência, consultas e separação. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | persistência, consultas e separação. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | persistência, consultas e separação. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
294;294_M11_16_TRANSACOES_COM_TRANSACTIONAL.md;M11;Spring Boot, REST APIs e backend profissional;Transações com @Transactional;M11.16.01;M11.16.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;proxy, rollback, propagation, readOnly e armadilhas. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | proxy, rollback, propagation, readOnly e armadilhas. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | proxy, rollback, propagation, readOnly e armadilhas. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | proxy, rollback, propagation, readOnly e armadilhas. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
295;295_M11_17_EXCEPTION_HANDLER_GLOBAL.md;M11;Spring Boot, REST APIs e backend profissional;Exception Handler global;M11.17.01;M11.17.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@ControllerAdvice, Problem Details, erro de negócio e not found. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @ControllerAdvice, Problem Details, erro de negócio e not found. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @ControllerAdvice, Problem Details, erro de negócio e not found. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @ControllerAdvice, Problem Details, erro de negócio e not found. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
296;296_M11_18_PADRAO_DE_RESPOSTA_DE_ERRO.md;M11;Spring Boot, REST APIs e backend profissional;Padrão de resposta de erro;M11.18.01;M11.18.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;timestamp, status, code, message, details, traceId. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | timestamp, status, code, message, details, traceId. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | timestamp, status, code, message, details, traceId. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | timestamp, status, code, message, details, traceId. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
297;297_M11_19_CRUD_COMPLETO.md;M11;Spring Boot, REST APIs e backend profissional;CRUD completo;M11.19.01;M11.19.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;create, read, update, delete, validações, status e testes. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | create, read, update, delete, validações, status e testes. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | create, read, update, delete, validações, status e testes. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | create, read, update, delete, validações, status e testes. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
298;298_M11_20_PUT_VS_PATCH.md;M11;Spring Boot, REST APIs e backend profissional;PUT vs PATCH;M11.20.01;M11.20.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;substituição, atualização parcial, DTOs e semântica. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | substituição, atualização parcial, DTOs e semântica. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | substituição, atualização parcial, DTOs e semântica. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | substituição, atualização parcial, DTOs e semântica. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
299;299_M11_21_PAGINACAO_E_ORDENACAO.md;M11;Spring Boot, REST APIs e backend profissional;Paginação e ordenação;M11.21.01;M11.21.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;Pageable, Sort, default, limites e contrato. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | Pageable, Sort, default, limites e contrato. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | Pageable, Sort, default, limites e contrato. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | Pageable, Sort, default, limites e contrato. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
300;300_M11_22_FILTROS_DINAMICOS.md;M11;Spring Boot, REST APIs e backend profissional;Filtros dinâmicos;M11.22.01;M11.22.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;query params, specifications, critérios e validação. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | query params, specifications, critérios e validação. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | query params, specifications, critérios e validação. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | query params, specifications, critérios e validação. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
301;301_M11_23_OPENAPI_SWAGGER.md;M11;Spring Boot, REST APIs e backend profissional;OpenAPI/Swagger;M11.23.01;M11.23.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;documentação, exemplos, schemas, segurança e organização. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | documentação, exemplos, schemas, segurança e organização. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | documentação, exemplos, schemas, segurança e organização. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | documentação, exemplos, schemas, segurança e organização. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
302;302_M11_24_PROFILES_POR_AMBIENTE.md;M11;Spring Boot, REST APIs e backend profissional;Profiles por ambiente;M11.24.01;M11.24.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;dev, test, hml, prd, secrets e externalização. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | dev, test, hml, prd, secrets e externalização. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | dev, test, hml, prd, secrets e externalização. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | dev, test, hml, prd, secrets e externalização. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
303;303_M11_25_LOGGING_EM_APIS.md;M11;Spring Boot, REST APIs e backend profissional;Logging em APIs;M11.25.01;M11.25.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;SLF4J, Logback, níveis, traceId e logs úteis. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | SLF4J, Logback, níveis, traceId e logs úteis. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | SLF4J, Logback, níveis, traceId e logs úteis. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | SLF4J, Logback, níveis, traceId e logs úteis. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
304;304_M11_26_FILTROS_E_INTERCEPTORS.md;M11;Spring Boot, REST APIs e backend profissional;Filtros e interceptors;M11.26.01;M11.26.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;Filter, HandlerInterceptor, contexto e auditoria. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | Filter, HandlerInterceptor, contexto e auditoria. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | Filter, HandlerInterceptor, contexto e auditoria. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | Filter, HandlerInterceptor, contexto e auditoria. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
305;305_M11_27_EVENTOS_INTERNOS_SPRING.md;M11;Spring Boot, REST APIs e backend profissional;Eventos internos Spring;M11.27.01;M11.27.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;ApplicationEvent, listeners e desacoplamento. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | ApplicationEvent, listeners e desacoplamento. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | ApplicationEvent, listeners e desacoplamento. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | ApplicationEvent, listeners e desacoplamento. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
306;306_M11_28_ASYNC_NO_SPRING.md;M11;Spring Boot, REST APIs e backend profissional;Async no Spring;M11.28.01;M11.28.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@Async, executor, limites e riscos. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @Async, executor, limites e riscos. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @Async, executor, limites e riscos. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @Async, executor, limites e riscos. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
307;307_M11_29_CACHE_COM_SPRING_REDIS.md;M11;Spring Boot, REST APIs e backend profissional;Cache com Spring/Redis;M11.29.01;M11.29.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@Cacheable, invalidação, TTL e cache stampede conceitual. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @Cacheable, invalidação, TTL e cache stampede conceitual. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @Cacheable, invalidação, TTL e cache stampede conceitual. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @Cacheable, invalidação, TTL e cache stampede conceitual. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
308;308_M11_30_RATE_LIMITING.md;M11;Spring Boot, REST APIs e backend profissional;Rate limiting;M11.30.01;M11.30.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;limites, proteção, Bucket4j/resiliência e headers. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | limites, proteção, Bucket4j/resiliência e headers. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | limites, proteção, Bucket4j/resiliência e headers. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | limites, proteção, Bucket4j/resiliência e headers. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
309;309_M11_31_UPLOAD_DOWNLOAD.md;M11;Spring Boot, REST APIs e backend profissional;Upload/download;M11.31.01;M11.31.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;multipart, CSV, modelos, validação de arquivo e streaming. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | multipart, CSV, modelos, validação de arquivo e streaming. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | multipart, CSV, modelos, validação de arquivo e streaming. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | multipart, CSV, modelos, validação de arquivo e streaming. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
310;310_M11_32_SCHEDULER.md;M11;Spring Boot, REST APIs e backend profissional;Scheduler;M11.32.01;M11.32.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@Scheduled, cron, idempotência e cuidado com cluster. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @Scheduled, cron, idempotência e cuidado com cluster. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @Scheduled, cron, idempotência e cuidado com cluster. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @Scheduled, cron, idempotência e cuidado com cluster. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
311;311_M11_33_TESTES_DE_CONTROLLER.md;M11;Spring Boot, REST APIs e backend profissional;Testes de controller;M11.33.01;M11.33.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;MockMvc, JSON assertions, validação e status. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | MockMvc, JSON assertions, validação e status. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | MockMvc, JSON assertions, validação e status. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | MockMvc, JSON assertions, validação e status. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
312;312_M11_34_TESTES_DE_INTEGRACAO_SPRING.md;M11;Spring Boot, REST APIs e backend profissional;Testes de integração Spring;M11.34.01;M11.34.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;@SpringBootTest, Testcontainers, profile test e migrations. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | @SpringBootTest, Testcontainers, profile test e migrations. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | @SpringBootTest, Testcontainers, profile test e migrations. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | @SpringBootTest, Testcontainers, profile test e migrations. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
313;313_M11_35_PROJETO_API_REST_DE_OS.md;M11;Spring Boot, REST APIs e backend profissional;Projeto API REST de OS;M11.35.01;M11.35.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;clientes, produtos, OS, atividades, status, histórico, filtros, Swagger e testes. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | clientes, produtos, OS, atividades, status, histórico, filtros, Swagger e testes. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | clientes, produtos, OS, atividades, status, histórico, filtros, Swagger e testes. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | clientes, produtos, OS, atividades, status, histórico, filtros, Swagger e testes. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
314;314_M12_01_FUNDAMENTOS_DE_SEGURANCA_WEB.md;M12;Segurança de aplicações Java;Fundamentos de segurança web;M12.01.01;M12.01.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;autenticação, autorização, sessão, token, HTTPS e ameaça. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | autenticação, autorização, sessão, token, HTTPS e ameaça. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | autenticação, autorização, sessão, token, HTTPS e ameaça. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | autenticação, autorização, sessão, token, HTTPS e ameaça. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
315;315_M12_02_THREAT_MODELING_INICIAL.md;M12;Segurança de aplicações Java;Threat modeling inicial;M12.02.01;M12.02.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;ativos, ameaças, riscos, mitigação e priorização. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | ativos, ameaças, riscos, mitigação e priorização. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | ativos, ameaças, riscos, mitigação e priorização. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | ativos, ameaças, riscos, mitigação e priorização. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
